,,,,,Label,S4.1 B,S4.2 B,S4.3 B,S4.4 B,S4.5 B,S4.6 B,SR.1 B,SR.2 B,SR.3 B,SR.4 B,SR.5 B,SR.6 B,S30.1 B,S30.2 B,S30.3 B,S30.4 B,S30.5 B,S30.6 B,PR.1 B,PR.2 B,PR.3 B,PR.4 B,PR.5 B,PR.6 B,P4.1 B,P4.2 B,P4.3 B,P4.4 B,P4.5 B,P4.6 B,P30.1 B,P30.2 B,P30.3 B,P30.4 B,P30.5 B,P30.6 B,TR.1 B,TR.2 B,TR.3 B,TR.4 B,TR.5 B,TR.6 B,T4.1 B,T4.2 B,T4.3 B,T4.4 B,T4.5 B,T4.6 B,T30.1 B,T30.2 B,T30.3 B,T30.4 B,T30.5 B,T30.6 B,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
6.56_819.63,,,,819.6313,6.563,12860,45928,11879,38360,23710,14192,6591,2037,28301,29147,67071,45303,6798,2206,6156,13499,6537,37601,46820,23548,9849,43727,21859,14277,54074,37253,31078,14392,20802,52015,22775,11310,44363,6320,28483,50956,37521,24797,21145,35195,36455,18450,13506,12253,31248,27809,12278,42188,51494,55283,16420,10938,60120,7707,33870,30626,26921,25958,23679,25006,25056,59006,25856,26070,13192,12915,5994,5673
5.71_870.57,,,,870.5665,5.711,20771,40502,22816,35617,26725,19720,19210,20470,23529,27455,45676,19468,25394,24511,21382,24208,22214,35614,33628,21551,16726,14579,21630,27055,29428,25765,23796,23050,18969,30059,24794,18779,27298,21934,29202,22424,21206,38120,24534,29736,29942,20586,25118,21802,31116,27337,20954,36622,34531,29126,31966,17699,49333,26955,6004,10,1069,8,1527,988,1152,42849,31182,26839,24039,20817,20689,20326
5.19_846.52,,,,846.5161,5.192,20834,31338,21701,26984,26537,27121,22429,25579,24931,29975,32040,21882,26757,27257,23160,27505,23347,28904,31292,22934,21730,20561,21698,24199,23220,27650,26574,26428,21315,33583,24793,21614,23961,25256,29204,23003,19383,26895,23848,32812,28394,20165,25166,24506,27019,21860,23387,37838,29986,27030,34366,23081,37022,29118,10,10,109,294,319,10,9,29031,26845,25668,24612,24646,24422,24040
7.77_758.61,,,,758.6083,7.771,22518,25888,22451,24341,18975,18360,17904,18822,23139,25813,20258,36240,12802,12077,30155,22429,24551,31028,17082,44251,28929,45580,29975,22823,34333,27312,17632,26106,49619,26217,24883,21574,24984,25595,27843,33357,31558,22513,23454,21892,21989,28931,20246,34159,19413,32335,22286,11207,18822,21289,23852,21658,11414,26472,450,389,396,465,258,277,484,21481,21846,37587,25093,40670,39546,36285
5.67_747.52,,,,747.5218,5.671,19866,32418,16910,25556,28883,20961,22834,24714,25432,20483,22297,20241,24014,33251,24614,21595,18756,27497,37546,34961,19233,22530,12987,27530,35130,33079,33337,37419,22877,19203,33363,21711,28937,20616,26730,24808,22222,29211,29817,27646,32018,30115,18974,18635,34107,25117,31410,32238,23727,16104,16061,20934,28506,29136,869,445,630,346,852,721,737,29410,27561,26037,25867,26179,26132,25223
4.62_771.52,,,,771.519,4.62,36043,51998,33692,43084,48105,8832,13185,15857,29606,50163,39017,31601,37848,13036,36384,13077,35552,29983,24231,24288,7298,26508,22168,30273,31792,6795,7442,29568,22264,25987,22333,26716,20586,19036,18785,26216,28270,26807,20376,25758,25838,24361,28591,32484,22024,24196,7995,26110,23192,21099,7139,26003,23422,22560,176,93,78,8,9,90,103,34599,29380,29458,29342,30149,31074,8322
5.07_818.54,,,,818.5425,5.074,33248,56124,28698,57203,14409,27939,26803,10507,27047,25247,58113,18417,30009,20654,18223,18135,35860,52183,13010,9,6557,16484,8778,28164,49962,10,652,10681,13347,7511,27326,18777,37084,24090,24112,35294,24660,61038,19521,15720,19981,21363,17908,20611,19800,32686,14496,13904,50353,37405,22837,39540,51304,25706,627,869,561,8,497,357,345,61412,31129,25283,23068,14481,17876,18044
1.36_251.20,,,,251.2021,1.365,24805,18778,26690,26476,21231,17658,45592,26421,14560,14958,29044,46013,30997,40047,20546,23253,22563,14239,54026,49662,12186,13084,8344,15417,26363,43291,37817,58573,18289,8600,29139,8654,38591,11639,28269,35670,28952,22408,49926,14149,44161,31948,10568,10991,33578,27765,34496,15092,14730,10475,12088,9482,19349,12961,8414,6495,7332,7103,7840,7835,8081,31532,26597,28039,26406,25838,26137,27148
5.47_757.51,,,,757.506,5.473,23040,34131,16268,27662,14353,20383,21035,30601,25573,17313,24603,21829,26183,31984,25935,34529,16679,17609,33708,30167,12249,22802,9803,25010,27414,31186,30002,33842,27045,11439,30301,22401,32793,24861,35334,28948,21161,28195,26785,23091,34577,27190,15664,21051,49139,25460,35219,31578,23530,15332,9181,28084,26979,38386,10,10,8,442,10,10,9,30882,27169,26612,26982,25821,26130,26834
8.68_945.74,,,,945.7405,8.683,9050,32747,10391,14688,37231,31179,10109,6504,17079,13553,11391,10915,11043,8204,9522,9347,8636,26906,63318,55807,21654,14861,19877,16597,51320,99415,34222,6351,19732,25537,30234,10689,21373,17040,49324,30087,18365,22940,56263,19927,32221,26315,13325,14478,19958,23937,17937,165542,21521,43316,16437,9006,63345,13901,2195,3244,962,1101,2123,687,1566,30647,27788,26407,25468,24404,23324,24151
7.25_729.57,,,,729.5668,7.255,29067,20642,30608,28545,16715,19429,19318,19970,24958,17688,22755,33575,17478,15215,27921,21066,22110,18847,15753,28274,29470,38575,33190,27321,35905,22170,19910,19598,41436,14005,23683,29455,33981,28590,20374,31896,37197,24726,25155,13884,27087,34065,21960,24369,14750,34862,28187,11565,25733,28042,14221,29169,13355,19321,257,448,379,284,370,225,373,26771,25390,25082,25654,25845,26109,24895
3.14_333.26,,,,333.2641,3.136,34626,37268,40824,33886,19264,32680,30631,28917,33463,28417,37424,32075,28626,17165,26860,22148,25639,21969,16883,17913,23805,22952,20448,28214,31459,18055,18273,26554,19326,21424,26882,23753,23376,21341,18267,30215,28636,27319,21455,16996,21169,25940,25249,28702,19139,23738,20829,11149,26485,29436,23728,22235,18518,17537,11408,7810,5263,4525,5396,3504,3553,33577,28647,25794,24619,24057,24462,24983
6.25_762.54,,,,762.5449,6.25,30673,22940,32073,21791,19511,31500,32676,28283,55385,28128,18852,59685,28990,15131,26453,19461,27416,27938,8385,16195,20591,31676,22541,25190,23431,14698,9900,32301,24964,11060,22151,26879,23443,20469,13427,33171,40744,29885,20589,10581,20306,21119,22618,27427,12023,23702,16759,7851,21993,30873,14248,51133,12340,29299,534,416,381,386,570,410,299,22556,23816,24900,24471,24943,25401,25202
6.63_648.56,,,,648.561,6.627,16630,25891,13383,19375,31916,24640,26037,38641,20075,24370,18023,14721,28633,43169,17243,26267,24876,28204,49475,26678,24336,17357,12374,15546,16004,38121,46791,37100,19178,32134,30321,17399,18948,18120,37340,18887,14910,17868,25486,43852,25983,18775,19038,19037,53748,17493,26628,52226,25319,13775,33118,18118,36880,33100,82,245,376,7,468,625,583,21832,23326,25638,27276,27378,30158,28702
6.67_648.57,,,,648.5683,6.666,16630,25891,13383,19375,31916,24640,26037,38641,20075,24370,18023,14721,28633,43169,17243,26267,24876,28204,49475,26678,24336,17357,12374,15546,16004,38121,46791,37100,19178,32134,30321,17399,18948,18120,37340,18887,14910,17868,25486,43852,25983,18775,19038,19037,53748,17493,26628,52226,25319,13775,33118,18118,36880,33100,82,300,376,196,468,625,583,21832,23326,25638,27276,27378,30158,28702
7.06_886.70,,,,886.6995,7.059,25630,24199,27978,27184,15627,23345,14496,19283,26491,22478,24804,28929,20647,12949,27214,21656,23590,19093,11773,26048,25578,30582,34592,28211,30957,22361,21516,18104,29909,18100,24241,26991,28937,26707,22858,29714,33288,30570,27419,16094,28834,31659,28350,31018,15002,33940,27626,6823,30201,34539,20023,35746,16089,23985,1928,2185,2497,2266,2895,2553,2646,29261,26520,26356,27202,26437,26922,26493
5.51_722.51,,,,722.5139,5.508,32074,22872,32841,16413,26927,53355,38826,28943,61347,50749,15347,50732,45343,17243,29516,33023,61968,23804,8082,15986,18556,29897,15016,14394,14009,14182,9735,14938,22741,10640,17206,19590,11275,16245,13495,20788,28532,16936,20300,14289,23427,22968,25001,32260,13126,20836,22625,10179,20812,23774,16996,48660,11204,26045,469,579,627,518,1097,697,530,20801,23175,26123,27803,28688,29586,29897
8.90_712.67,,,,712.6739,8.903,11898,15745,15516,34843,72329,26150,17066,23913,23341,35853,50966,35691,15189,31743,23895,12132,12397,27942,4994,9485,12703,15189,22696,13238,20451,7774,6193,19745,10248,5618,8922,5936,17521,11021,7472,15640,80743,55876,33045,14462,26907,72606,37874,48572,28389,42963,36462,8911,26366,38097,20155,17589,18761,30660,1702,2326,1823,1677,1932,1946,2112,29120,27589,27219,27719,26915,27838,27859
6.59_930.64,,,,930.6398,6.589,18251,31306,19654,26508,27436,26368,20666,24107,23615,28246,32141,19982,25750,26583,20240,26090,22757,27128,34385,23845,20390,19159,22330,23614,22993,29431,27803,25943,22014,34929,24052,20664,22061,24139,32211,21930,18423,26020,24669,33821,28420,19564,25335,23443,27424,22650,22656,40778,28923,27042,34146,20333,37837,28846,5,5,5932,6131,4166,4023,6224,29459,25652,25267,25481,24137,23336,23014
6.54_930.63,,,,930.6328,6.544,18251,31306,19654,26508,27436,26368,20666,24107,23615,28246,32141,19982,25750,26583,20240,26090,22757,27128,34385,23845,20390,19159,22330,23614,22993,29431,27803,25943,22014,34929,24052,20664,22061,24139,32211,21930,18423,26020,24669,33821,28420,19564,25335,23443,27424,22650,22656,40778,28923,27042,34146,20333,37837,28846,6796,6324,5932,6243,6095,6227,6542,29459,25652,25267,25481,24137,23336,23014
2.55_405.22,,,,405.2234,2.548,18348,33769,23387,27517,25875,20639,19627,19236,24212,33418,101486,17970,25366,26429,20924,29210,22705,32760,31002,21164,20087,22083,19962,26401,24265,23816,24764,24059,15703,30121,24188,17780,23291,20458,25598,24680,22813,31683,24529,29636,25489,20057,21993,17654,26845,24081,22907,27845,28096,25128,25098,18161,35917,22096,7652,5582,4809,4627,5101,5379,5137,34759,29112,25624,24143,23089,23351,23235
7.21_718.57,,,,718.5728,7.211,31035,32601,26857,30713,22429,35182,22871,27118,29500,29483,31734,31063,26427,20130,26010,22385,31347,23674,19823,19314,19283,25581,17470,25679,27548,20466,18264,22094,22790,20857,22644,19963,19718,20443,20885,29051,28782,24852,21740,20030,23733,21593,28000,27226,18312,24604,22998,19276,31616,32590,23024,34390,24680,26843,4977,5205,4952,4672,4029,4081,4114,27945,24748,24185,23714,22858,22280,21510
4.88_789.51,,,,789.5084,4.875,24078,45351,22841,36153,31720,21390,21543,23056,22347,27055,44072,15095,23099,26055,19276,20469,23677,41153,31196,19530,16816,11526,16145,25085,31148,23934,23549,24906,16937,34376,25661,24717,27481,17802,24309,20645,19822,37523,20241,27957,24158,17257,21985,19038,32386,26782,19210,37336,38068,25416,34291,14969,53442,22501,10,10,8,9,10,157,168,40678,28065,23500,21815,25561,19787,19719
4.01_913.58,,,,913.5833,4.012,5469,31272,10402,17958,29338,53905,15472,10836,21329,12667,13775,12536,23682,27768,8801,23087,7721,26191,37613,23505,16052,20145,21095,17872,25669,46230,34874,13528,30284,49041,31104,26775,23958,27143,37388,26362,18145,16948,14230,44281,22443,22301,40493,28639,24617,22130,48608,55790,27301,27074,46989,13054,33200,32109,7120,5773,5753,6081,23394,23262,24460,17628,20806,23648,27903,28482,28102,27835
7.93_892.68,,,,892.6795,7.933,20982,28819,29188,31199,23611,20938,16177,18288,27233,26162,32889,24252,20914,18689,27336,24362,24186,28339,23577,22341,20061,20543,26338,24731,28593,23240,19907,24081,23165,23511,23576,20808,27291,24353,24210,25704,33116,29662,25450,22518,28660,23107,23089,21823,21489,27945,20778,28304,31425,29998,26386,28497,32317,24657,8568,7789,5658,5834,6387,5819,5564,33204,26691,25830,25334,21544,20892,20542
4.38_834.52,,,,834.5217,4.379,26631,24691,32581,21727,12493,20163,24238,22014,28830,24337,24500,22316,33019,23099,27119,28663,19370,15705,36455,19330,41637,46813,20565,19469,16751,31640,30199,34589,56024,22802,13495,25251,20785,43095,18737,15158,14124,18109,12978,27199,25572,13439,27195,40529,14784,14959,30769,16480,23463,19768,19369,29812,11554,18616,11391,21701,21470,21923,330,805,943,20921,16237,17079,19552,21706,31169,31802
6.88_703.55,,,,703.5503,6.884,40302,33694,33198,33656,16510,37957,24337,27028,34100,30732,29577,40308,28828,17405,28802,21946,35632,20911,11705,17809,17369,28469,15226,22117,31561,16171,12696,17593,22736,10122,20612,19391,21518,16977,14729,31466,34561,25405,21559,11878,21222,23532,24805,28435,12645,26631,22478,8079,36201,33356,12714,42150,15873,22434,1157,830,585,605,693,703,583,30521,23843,22722,21360,22314,22793,21979
5.45_606.51,,,,606.5112,5.446,23844,28466,21228,31326,33279,22807,27609,29829,22429,27347,31782,16943,32672,24010,28100,27283,26659,40500,40200,24170,33464,25430,24762,25616,27484,33456,43076,32701,25203,33787,31729,19411,34646,24980,31663,26508,15720,21840,16690,20959,19249,13117,15054,11995,24511,15432,11881,23899,19044,11416,23047,12915,23066,15871,71,18,102,58,100,2,2,31551,28269,26303,25459,25674,25568,26148
6.85_770.57,,,,770.5709,6.847,33206,22857,37714,27166,13321,24334,26514,24097,24105,20241,27139,29665,20264,18595,33762,21190,23351,17318,11847,18075,23701,32486,32243,28006,26600,17971,14968,28892,25266,13435,22354,26437,27543,25666,17870,30103,31671,28315,26002,14637,23906,27674,27584,28266,13850,27586,25334,10147,28044,29726,18943,32052,14911,21631,777,666,760,676,605,774,611,25676,25804,26412,24752,24961,25296,24535
7.66_694.62,,,,694.6241,7.664,35414,26470,26113,24646,20604,19363,24507,20075,32842,21270,22244,29624,25936,47756,31670,25659,23624,21340,41119,38684,17078,23082,18660,23743,25518,22450,35990,19697,24951,24008,22351,35804,23547,20621,39473,23121,27208,22052,21183,9678,18112,25978,19927,17019,18160,26148,23858,18877,19736,20361,12293,26289,15472,18111,497,5471,768,521,271,837,810,22266,22922,22014,22495,23726,23246,23163
6.23_790.54,,,,790.5426,6.232,29255,29647,29127,26881,25866,26647,29801,27376,23982,28650,24592,23516,27048,29471,25157,25336,30666,27423,27064,21164,23372,19607,20805,25739,23033,21742,25430,23410,21258,28208,23978,26050,21561,22053,24896,20949,20203,26266,22137,27693,24175,20087,24606,22914,29282,22209,20709,27410,19521,21012,31269,20530,25721,24017,8,8,7,149,8,124,139,24952,23814,25522,24859,25382,25699,23452
5.87_852.61,,,,852.614,5.87,15332,14041,14261,29048,20553,20061,14174,18701,24637,16732,18384,32396,13995,9299,10230,11570,14624,28549,17108,26241,27672,38391,54043,29274,39560,20212,21014,32599,30913,14063,25289,25346,38873,28062,22384,48395,48266,29171,25530,11573,29081,30739,19833,27001,15442,30357,17056,10890,21168,28545,17874,29757,18346,22295,3871,3681,3357,3297,3630,3409,3118,30489,26964,25002,24390,23752,23183,23337
4.40_833.52,,,,833.5195,4.399,30998,45933,34892,37116,18753,19316,18944,16937,27389,20463,52021,24644,21486,20098,26670,19073,20308,28659,18988,20208,28369,29571,33003,30837,34095,21934,18396,19003,25975,15677,19744,31405,35978,26433,24564,23636,23228,34877,15963,14582,17849,17564,20833,18647,15071,27375,18163,12964,33804,28909,17189,23971,22538,17364,23243,44110,11506,6853,313,222,10,43989,24998,22485,20818,21344,22269,21867
5.92_890.64,,,,890.6379,5.921,5192,1459,11453,6103,11997,62766,64747,54876,11132,27447,8852,23747,108751,51726,81542,59972,14792,3,9970,24854,23052,32267,9041,4062,6090,15995,14618,19943,8872,15694,6008,27492,537,29065,18114,5516,5808,5238,14020,25455,8065,15052,56952,55807,6406,1689,45624,12886,524,4934,34357,74381,265,50937,83,132,403,126,208,211,175,31885,3142,13306,59695,51590,47159,43064
8.70_736.66,,,,736.6637,8.695,20165,10185,21392,12506,12159,19445,6265,15450,22363,18940,7503,28919,14657,18593,15879,15741,12820,27348,20700,13737,18036,39391,37560,25951,10123,22824,21139,26343,23751,18529,23374,26174,34182,30581,28305,27146,48233,31403,24853,27658,24601,23738,31319,48850,36221,22869,26614,19619,41314,35872,28073,30160,23694,42980,179,313,668,551,579,793,647,22039,15717,26733,12033,16861,18366,26606
4.55_559.31,,,,559.3091,4.548,18777,35574,21595,32763,25727,22656,18947,20471,26005,26925,38844,19452,24156,20659,19812,22712,21817,32266,29077,22223,17568,18560,21483,25049,28589,24341,24293,24150,21080,30903,22539,19778,25853,22070,28041,23676,20744,31132,23323,29086,28196,19601,23147,21332,24414,26428,20273,31012,33743,29208,28973,20375,41526,25804,8391,7896,6035,5868,5976,5661,5538,37027,29455,25589,22451,21961,20456,18418
4.29_559.31,,,,559.3082,4.287,19610,33867,21012,31495,26254,23943,19305,21666,25621,25960,35367,20435,24123,22201,19775,22541,21468,31635,29915,23059,18432,18312,21084,25305,27568,26004,24919,24721,20492,30254,22303,19466,26845,21649,28161,24075,21391,30246,23378,29385,27438,19815,23438,23056,25444,25593,21369,32655,31180,27719,27899,19296,34855,26790,8029,7339,6160,5504,5887,5554,4923,33594,28754,26176,22977,21885,20609,19602
8.60_696.65,,,,696.652,8.598,26856,19466,22862,33242,60638,30996,23676,27789,31189,36472,51977,36358,20959,23746,34163,14079,22409,25339,10068,13526,12536,15859,18200,13055,18633,15891,6406,17393,12573,6514,11127,8879,15971,12187,9293,14607,53245,32420,42284,10748,25346,45122,32199,30182,20926,34400,27638,16455,22570,43047,14776,31551,24616,23850,14622,18304,16780,16102,19377,19575,19359,24622,24454,24011,24730,24254,24706,24495
5.09_759.52,,,,759.5224,5.086,25696,35968,23701,22151,46706,31540,26360,33478,35854,33325,20602,27313,29338,29725,23998,20219,28773,30174,23968,14447,21000,22284,21941,19956,22100,24361,20967,21716,21246,20665,20924,21530,19612,19817,18739,21638,25176,22750,19216,27044,24639,22005,26277,25367,21910,20858,19363,17781,20384,24906,23457,28407,24298,26837,42,42,34,38,6679,6611,6661,25543,25391,26313,25544,24880,24863,24349
5.09_705.55,,,,705.5532,5.087,21461,32315,21768,28186,25229,24288,22913,23948,24785,25233,192,24324,25232,23004,23449,28472,23285,28083,29845,27636,25669,30071,26903,13406,29194,27402,28653,26389,26488,32220,25004,24419,28673,26613,28800,23170,121,154,29403,31106,29863,19939,26676,26678,26773,28501,27457,29554,175,31779,30984,25506,28905,27295,12107,11576,10063,9646,11064,10394,10645,174,27746,27645,28125,27490,26582,26848
7.24_956.66,,,,956.6558,7.239,28297,23402,28895,26800,20086,27748,29008,24171,24960,23003,29659,21056,21704,19685,29124,22795,26924,23711,15403,21728,25068,26258,26108,23279,24521,18305,20339,22480,25791,21279,21243,23683,22506,24815,20543,24290,24227,27263,28386,23814,28271,24547,22965,28045,21144,28479,25258,16325,26410,26119,24442,23229,20895,23604,357,375,281,11,262,384,387,26187,27276,25954,26374,26150,25645,25530
1.93_339.21,,,,339.2102,1.932,19510,24539,22315,22240,31699,24472,29246,26403,21074,29087,23780,21065,22932,30791,19373,19079,28307,24663,33428,25593,31804,22657,18975,24029,23900,28676,26502,30575,19140,36158,28857,25740,20286,22920,26290,19286,19488,21089,21736,37781,20733,24199,25413,21167,24511,19831,24166,39949,21306,17339,22195,15377,29838,19654,4046,3867,4310,4515,5302,5163,4853,24692,21212,23617,26932,26216,27663,26470
10.47_174.95,,,,174.9538,10.47,6859,37212,15828,23457,29806,21503,11459,10039,18443,26552,25336,13843,15039,14456,15023,12585,12562,33854,38540,29520,19459,17363,22902,24862,51573,33756,25227,20041,18587,29139,25427,15417,32447,23580,37333,25075,20102,48385,37402,24781,31811,23051,16980,14761,25667,28130,17892,45687,32383,40291,24823,8311,66282,20386,9427,7914,7182,7302,9095,8461,6705,54002,30283,28275,25373,22558,21223,17224
6.15_832.51,,,,832.5055,6.146,14357,37078,17068,28463,26427,23874,15230,19661,23365,27047,43916,17246,22454,21129,16502,24171,18632,32158,37524,22253,15456,15166,18573,21712,24585,26753,25950,24976,18992,37311,21908,16323,22942,21143,32097,21255,17502,32165,23799,33928,30481,18328,23278,21244,26424,24249,21346,43925,38911,31250,32662,11849,53282,28979,200,202,162,180,205,199,195,38376,28814,24110,21270,18785,19229,19373
11.16_186.04,,,,186.0398,11.156,6831,29679,13485,18577,32724,18662,8376,8097,17096,22831,21748,9959,10376,13855,10334,13412,9323,30747,48227,38774,25228,17635,27486,26445,44116,39207,33342,14820,19160,29396,27742,14260,37685,23133,43572,25166,21326,36542,45119,22356,38183,28889,13876,12615,24411,30753,16479,50877,28240,41818,21764,6825,71224,16913,13581,11131,9685,8389,10395,9012,8722,31179,29220,23931,18807,21605,21074,20738
