,,,,,Label,S4.1 L,S4.2 L,S4.3 L,S4.4 L,S4.5 L,S4.6 L,SR.1 L,SR.2 L,SR.3 L,SR.4 L,SR.5 L,SR.6 L,S30.1 L,S30.2 L,S30.3 L,S30.4 L,S30.5 L,S30.6 L,PR.1 L,PR.2 L,PR.3 L,PR.4 L,PR.5 L,PR.6 L,P4..1 L,P4.2 L,P4.3 L,P4..4 L,P4..5 L,P4.6 L,P30.1 L,P30.2 L,P30.3 L,P30.4 L,P30.5 L,P30.6 L,TR.1 L,TR.2 L,TR.3 L,TR.4 L,TR.5 L,TR.6 L,T4.1 L,T4.2 L,T4.3 L,T4..4 L,T4..5 L,T4.6 L,T30.1 L,T30.2 L,T30.3 L,T30.4 L,T30.5 L,T30.6 L,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
2.74_379.23,,,,379.2331,2.74,54716,49331,46423,52211,26296,29178,29549,31831,27351,42257,18036,37127,21505,30019,31044,45452,35448,26695,53218,37700,50619,31958,37434,37423,41160,54323,60792,30974,57984,52709,38036,34430,39548,24191,22309,29423,48386,39847,41104,35447,25875,46446,49766,35898,45649,43788,50623,57263,23603,45162,34155,19267,34771,13438,18757,17542,20654,24416,24955,23081,20930,29658,39762,49141,49888,54705,41947,37634
7.19_884.68,,,,884.6844,7.186,14477,26375,25794,19962,47762,28727,30611,22022,44872,25409,21983,29421,19871,34599,20994,28925,29761,45053,28229,50140,40035,21654,33078,32104,36755,40303,38002,61227,45951,42992,45452,56328,49837,63248,52500,37865,44502,48975,42239,51314,42718,40032,31024,46147,36049,36560,32189,29342,56136,35737,49261,36971,43731,78003,2182,1797,1084,1835,1520,1930,1867,36950,35872,35794,37006,36814,40107,40942
9.48_717.57,,,,717.5719,9.481,59041,44060,44160,47164,38652,37245,71395,38900,54718,30407,38699,27817,141360,29043,60184,62366,38893,26361,27133,20519,28757,40342,24956,37531,32174,31308,39990,66045,37706,28491,41114,44235,38120,51631,87946,43412,30406,28078,41691,45301,35137,36462,23335,49304,34794,38956,47390,42869,40905,41340,31576,45058,46910,45242,15820,7424,17241,10858,12586,13199,13254,47115,37304,42466,43254,44825,41175,40125
9.18_759.62,,,,759.6183,9.175,62037,47563,42671,47897,40913,39259,75237,41187,54312,32865,40081,29379,149606,30375,63603,64575,39976,27056,28991,22922,27522,40691,28745,34965,29310,33988,43962,58661,36154,28596,44311,36170,33332,52930,69009,33188,29515,27180,37291,48687,32072,31759,20061,46783,38313,35875,49858,41609,36608,41998,31716,40105,44174,46435,13641,7081,16182,10242,12425,11819,13125,46719,33526,41198,42790,42437,44044,44335
9.54_717.57,,,,717.5715,9.536,58802,42919,43366,47164,37362,40306,81389,40832,53493,30407,40132,27817,136585,29133,62608,62366,37693,24016,27133,21107,27834,42248,25849,37291,30792,31733,39990,69576,37706,30987,41114,42316,37351,51631,78916,44751,31381,31757,42855,45450,34267,35321,24173,47962,34794,36016,45479,42772,40952,40533,31576,45121,44306,45511,15544,7748,16987,11698,12925,13210,12891,49535,37794,42554,42074,42700,39437,38574
4.96_890.59,,,,890.5928,4.959,28135,38374,34196,30101,51566,46186,35275,41424,56543,28650,26566,33844,63209,28274,56815,30054,38992,35772,24941,23475,25255,33006,19561,27259,24956,26771,26240,48544,32747,33514,41617,53652,38840,39748,48277,62241,37246,46843,56374,41750,50630,44962,43913,53439,27312,45123,53887,42594,69780,44532,38942,49967,48727,60359,3964,4257,4401,4323,4192,4311,4323,35288,46256,41295,40649,39275,37161,36987
9.30_717.57,,,,717.5723,9.302,60533,45243,46592,47716,37966,40191,82661,40219,50896,30244,41710,27040,136185,29301,64763,62536,40642,24342,27781,20683,28629,41801,27616,36319,31936,32141,41620,63508,36368,28996,41770,43957,36828,52539,79214,40655,28703,26352,39188,45290,31702,33265,19991,46639,34978,35282,46675,43269,39563,42545,30663,42391,46134,47807,13653,6417,15131,10145,10935,10943,11445,49028,37031,44018,44061,45118,39970,40203
7.02_667.56,,,,667.5646,7.017,41897,55545,26948,43110,40701,63835,28558,47724,60457,34078,74219,54122,35315,59540,28233,31183,34894,63758,87859,93836,52227,70602,20139,46976,49358,73841,41078,25414,47697,51200,34998,26407,16635,34287,31746,22194,10268,8577,12639,21263,14127,21881,8658,10873,17137,15048,14644,12447,13092,16624,20887,25166,21966,13114,103,154,189,9,99,132,86,48960,24883,31627,34891,44553,51314,52214
4.40_908.58,,,,908.5817,4.403,8068,16351,8094,28994,37659,31604,14991,25338,76619,13218,22628,39214,11276,31119,8348,13060,19553,40393,33807,32413,35311,37834,28481,26189,42857,42396,44047,80618,46397,44705,33296,42774,25341,27846,48702,38100,49739,51856,85116,56360,85459,71774,63557,79318,30091,55089,62693,54524,29090,28038,29695,22970,57151,30616,7,10,17,9,9,8,8,36853,45658,41390,40683,37365,35233,35308
6.31_168.97,,,,168.9726,6.314,64217,6049,110636,58247,56142,176293,3820,1426,172658,2823,322,3016,1653,307,77991,23828,85947,293,1052,237,9801,5457,164798,45571,142876,996,63253,3297,51805,8518,1015,48812,24103,215,791,172260,54240,45426,94428,348,30513,1241,186267,3069,451,79377,21148,233793,7098,1233,305,282,1507,331,261,91124,74778,24461,2249,210,204,205,239644,68860,29133,1795,228,325
7.58_690.61,,,,690.6059,7.584,46688,26433,53406,59069,29266,31807,23120,28743,43935,41337,54318,26168,23662,54803,41475,47898,45954,74133,54420,44569,53875,50539,93048,53035,49958,54363,65096,31431,45723,40033,75102,64549,70608,52390,49200,59310,10557,19795,11646,6856,16908,7937,16704,7180,10650,11513,8950,18018,24270,12323,15110,20866,12453,14215,115,11,203,10,138,9,9,33881,44141,37378,36655,35463,34186,34468
5.05_792.55,,,,792.5467,5.052,39204,4951,43358,41148,42439,33109,45321,35656,36011,46729,36926,39561,73435,47818,49454,59259,5685,44672,26835,29701,26722,31102,30856,32719,37567,32728,31393,49472,34095,45590,32038,36169,39088,35110,31477,36695,53365,43972,42780,37783,49253,45015,33626,43017,34482,45646,38977,35120,48673,41861,40049,37045,50626,46084,4275,2771,2915,2935,3409,3874,3987,39003,41625,44950,44994,43604,39484,38967
7.25_629.49,,,,629.4933,7.252,27445,25137,18251,28621,18835,11260,13743,14155,10767,21199,13388,21514,11263,16209,7976,28376,11368,23115,63431,63631,47717,26494,45090,29245,39728,51190,64235,24760,66090,46162,35756,23246,24684,32018,27796,24145,46399,39808,30418,67950,26902,55431,54704,46565,81262,44933,50077,73700,30057,58937,58704,42610,32936,30991,21607,8442,9788,12723,19047,21954,22187,47095,33788,36637,37890,46291,53266,51777
5.31_491.36,,,,491.3603,5.312,72754,46334,57296,48090,36495,57880,126788,60732,79377,26158,41661,17239,165162,18119,84897,75126,37646,16173,17831,15769,20952,44286,25971,37752,29463,21572,39450,180465,29183,23717,32918,46584,46862,44055,100920,105090,25083,40594,41606,33479,32366,27312,32826,40604,25375,32185,36828,46243,33804,36102,22526,38840,37673,33128,45276,36571,89554,37436,35658,31293,29678,38335,43980,41010,38490,35218,30351,31476
5.24_922.58,,,,922.58,5.238,34054,37707,28978,46679,23793,48760,45365,39993,76441,21414,40611,24731,86323,30791,41793,38705,29860,31676,26553,26744,28004,51224,30279,38372,37563,31550,43245,109227,40204,38744,40146,51815,47283,44384,85704,61360,29053,40907,42252,44673,34368,39111,33668,41763,30348,37139,40357,43326,40944,40579,33324,40005,50522,36334,66890,59794,81581,70766,72825,74191,73738,37886,42085,42351,41941,41709,39921,40740
5.49_789.56,,,,789.5551,5.487,8,6004,9662,12296,19943,2822,13,18636,12161,8988,33577,29794,17,56443,1793,5455,3970,76990,28470,25102,21441,35683,9221,23296,15655,25326,13986,21474,23834,41524,54923,31848,64729,56966,47117,16767,42305,46142,39407,50948,51478,59305,23699,54393,56344,41814,50312,15630,70626,75553,91855,70588,112036,96193,237,6,238,165,163,171,5,48218,16011,30854,37442,48331,51119,49379
6.52_856.65,,,,856.6522,6.516,10900,13548,15960,16620,27070,24186,22323,16883,47538,10499,23710,22618,15621,20930,14477,19319,23893,31235,42617,71573,64717,47856,58276,43378,58021,43341,95590,72357,67334,83760,28656,26994,44495,43038,32824,24168,49039,36500,45307,48398,46145,49898,36009,29063,39524,38699,40989,29620,24844,24065,30004,27082,36558,28389,4472,3629,3991,4098,4199,4593,4548,41699,36493,36400,36325,38208,43599,43786
4.84_761.52,,,,761.5245,4.843,9150,19701,7588,20855,9799,9937,10833,29022,20003,15543,41537,51460,6915,50216,7407,8960,9557,48227,44761,36859,27802,43330,11277,27966,20265,38279,18735,30400,22770,56421,35435,18247,32293,27499,31898,9845,58492,35884,38914,89646,57295,118779,19186,76083,69442,39430,60998,16364,37233,39867,65688,44156,78638,47516,145,143,179,79,117,112,127,42054,12809,22625,30716,50070,59518,60333
3.54_385.24,,,,385.2395,3.537,11407,6485,93564,85202,59291,101732,176472,95174,126507,50748,75994,51524,219113,60331,126704,102830,79902,51975,52413,52504,52760,73556,93250,77908,97006,57627,63030,3246,887,975,997,1583,1181,1159,1691,2178,583,1246,1480,755,1156,1027,1248,1057,1050,1064,1142,1168,1665,1496,1582,1656,2073,1506,2511,2886,7396,2429,2526,2237,2457,33294,47463,39960,37467,32635,33472,34601
10.36_170.83,,,,170.8331,10.359,99290,51696,64738,78695,66497,49930,33137,9958,72233,29535,3186,23627,23080,1806,96674,99015,57554,1419,7861,1345,43531,69770,41001,64397,48642,9071,71012,18294,63006,51272,9647,75462,74041,5010,5024,70529,53518,69792,77946,2813,71932,12751,39416,35909,2193,67489,79405,62293,55559,21881,1837,3250,16267,2504,1696,33434,58155,38638,15018,1783,1456,2911,53786,71715,75463,17934,2258,2260
5.67_747.52,,,,747.5218,5.671,60374,100768,75682,51403,28396,61802,19741,41127,47474,93606,28795,68350,51169,29181,57338,61766,68468,59516,33483,29162,35811,25529,41714,29064,43677,32361,36412,21350,35432,30413,33773,29705,22803,21767,17116,34483,36880,21238,17939,21660,16235,19154,37286,20486,25970,20902,20199,67867,16347,19455,33446,26586,21413,20855,402,540,191,367,803,275,486,32590,56787,43738,38963,36101,34194,33043
8.25_686.61,,,,686.6077,8.247,38161,128277,62731,93886,48140,47689,129573,64892,27352,66558,46137,36484,46235,43179,78943,65384,10625,42367,19647,25098,11836,18170,9071,25249,18032,54907,10610,84748,6300,10192,31672,16142,5956,29394,23448,21454,15842,28643,20960,41960,20735,25635,12469,36351,37907,28524,22803,21613,66645,60704,59181,67042,31427,63606,4262,2571,2482,3200,3915,4193,4356,36222,28180,27506,28059,32706,36520,35350
6.59_848.64,,,,848.6371,6.587,22432,17993,25939,18313,175870,26029,22127,20860,31107,15399,17217,27321,7654,22510,22364,23583,27728,24307,34286,29323,33189,21673,31181,22027,25321,23485,33288,27936,46306,42088,29231,34229,30199,39114,31407,36171,46593,73044,68531,61221,69673,55270,57453,67786,57829,69526,73556,55493,30174,26588,22061,27339,32720,27458,34472,37037,40333,36387,37879,35922,36604,28617,36579,54569,32365,31451,24218,50340
8.22_706.64,,,,706.6368,8.22,42432,44764,55594,28427,27065,64626,32789,28982,50188,69414,39266,37869,26952,49788,42381,45248,52342,30175,31361,30917,46430,55606,25471,61908,62305,37350,23953,35294,46477,48298,25210,89262,58900,56119,48671,81321,34277,35212,35018,11781,35034,28509,28586,33423,11380,39694,31891,38656,13282,9897,12917,12096,35863,12704,4875,4810,3551,3681,4024,2990,2763,53078,66132,32684,61376,54919,24057,23158
6.67_610.54,,,,610.5425,6.666,25532,23313,17983,25118,28249,20922,14795,16658,16293,23095,28382,25721,16293,35141,17613,23424,23193,40766,82387,92261,73746,66140,40128,42850,63425,70532,66337,29877,78154,78191,43496,49653,32267,43359,36740,27847,18826,26003,27935,26847,33449,28441,13296,19320,23511,30959,29849,20535,18969,20385,24704,20686,29310,16154,3979,2879,2519,3266,3624,3957,2678,42792,22618,37354,40934,39568,41270,42226
11.54_170.83,,,,170.8332,11.538,104711,33166,78396,80425,64647,56010,17377,5144,73594,17788,3045,14677,15612,2012,102111,91001,68469,1202,4638,1211,36843,59709,50417,64908,59928,5042,74458,11346,66740,39761,6467,79714,71849,4069,5481,89341,62342,82202,89916,2108,81088,7783,62227,20631,1766,76402,73884,76111,40147,15168,1563,3302,9522,2485,1481,37289,57657,37091,8078,1525,1656,2574,72496,78396,77020,10601,2089,1795
5.91_900.60,,,,900.595,5.911,20742,19090,32082,25405,63509,22685,29916,22054,70629,14016,32947,24707,24851,17484,33000,37478,22353,14809,34393,30337,34276,51614,34966,45153,43304,36139,56798,145372,50461,20926,23844,29936,41524,28743,40763,36770,45747,67719,40707,67157,55155,53403,52521,70421,48085,62983,70079,71694,29137,25779,22883,23950,26605,25393,23073,20506,32886,19358,70933,29600,27262,46267,28655,51403,49615,50134,30748,46105
0.80_311.24,,,,311.2365,0.798,2479,59075,2074,1956,1683,2385,213044,2307,2981,29735,119760,63398,481601,17983,2749,2550,1721,1031,63528,17314,1193,41182,1313,1688,1541,63911,1737,181880,1583,1479,38948,2062,1927,133494,172939,3640,1465,2009,2149,1737,82739,49922,28479,57581,1333,1797,1933,2133,62998,157255,1234,234255,1844,97620,99765,1873,3404,1761,65895,1490,1479,242636,40924,1865,1813,81701,1554,1571
4.55_897.55,,,,897.5516,4.554,17066,27605,17116,23107,70629,35495,24914,32123,57770,29807,27453,77852,26445,48860,19941,13405,31938,44767,32801,40497,24429,22510,12469,24832,23191,28604,24966,42769,27938,36581,23823,18864,16102,22150,20845,24459,47642,48162,53559,66507,63188,68738,35838,62664,50022,48258,51561,29731,47328,27407,38557,50140,29884,55086,323,607,364,467,583,381,475,36933,27309,29700,32482,38513,41745,40808
10.08_170.83,,,,170.8329,10.083,97100,56432,63915,75770,64356,53263,44100,12778,75721,33079,3401,25684,30112,2038,101796,101197,58063,1594,9799,1248,47133,73063,36571,63629,44999,11158,69771,24318,59686,52287,11387,73465,72810,5488,5157,69376,49856,59254,67079,2426,61428,14229,30925,40571,2199,59439,76760,57478,59243,25335,1810,3538,17904,2791,1479,36203,55681,29504,11786,1378,1255,3046,51965,69248,72349,22395,2245,2151
8.62_777.59,,,,777.5928,8.619,69515,48025,35913,45770,31988,32112,57277,36260,42821,40489,41887,34711,122437,34258,61284,91332,35436,30852,34615,23983,25330,36752,28830,29625,26645,31610,55870,61004,33625,26162,52291,31872,35548,53022,64485,39319,24118,23005,27976,49297,30975,28650,16620,40233,35662,26029,40576,32834,33312,38943,29462,44105,38411,50922,60763,38942,63221,53031,54879,55147,55223,49999,26996,36093,37301,42660,42005,41099
4.53_491.36,,,,491.3602,4.529,45867,42891,39375,39787,40077,45050,56893,48759,52930,27646,39686,23809,83500,24665,50535,48203,39037,23752,24058,22093,27052,44432,21310,37622,32243,27391,35360,79569,37520,33314,36346,49040,43345,46526,71665,67747,33015,47512,48626,38878,45077,37258,33678,47166,30989,42558,44413,38834,41282,40247,27738,41954,41783,37939,9085,3859,9876,6393,7718,7036,6926,41507,35268,41971,41391,39525,33952,34328
4.66_786.51,,,,786.509,4.655,24349,36800,24962,24013,72127,36273,29897,30122,39287,34682,49018,53555,41632,57914,24478,26433,40022,50484,31715,33488,20825,29614,13226,19423,22860,31764,14765,26851,21851,34862,42371,39017,30938,52450,47307,48097,18399,16063,19425,45455,19137,29590,13226,23534,27802,19888,18233,22223,69559,40858,72535,117082,48982,86890,1087,880,2131,1001,778,873,1025,42196,24607,26737,28334,36823,43173,42638
4.36_491.36,,,,491.36,4.364,55028,40805,44454,42525,38223,47318,88476,51269,59123,27099,39367,24500,69956,24453,61583,56064,35601,21732,23165,20733,27300,42944,23519,37181,31409,26836,39653,66995,36095,31813,34032,44098,41615,43340,82194,79501,33544,44860,47751,35544,44486,34118,32909,44502,27660,40501,44121,40542,41044,38789,25274,42157,39274,35015,7810,3445,9736,6000,6779,6936,7079,38544,39016,41872,39982,37388,31492,32059
5.86_804.58,,,,804.5781,5.861,30159,32662,30049,36841,72774,34468,34522,30365,46151,22062,28034,25424,35,27567,11992,38235,27446,25245,31192,29144,29800,37990,29452,33992,38451,31106,41461,64415,43491,41648,33722,41029,35848,38080,50247,54640,39364,52499,54556,51008,48599,44790,41789,50378,40801,52940,52599,45920,41771,38429,32472,37371,39783,40541,21723,15555,21366,19757,21208,23519,21756,40029,43703,41997,41401,40669,38589,38175
11.20_377.27,,,,377.2737,11.204,48379,35837,23276,34246,20365,21687,68258,35422,28998,32651,39474,23071,94460,29234,30056,59405,21882,27066,32712,25779,27526,36526,15912,22570,21404,34256,32282,81466,31183,35980,48329,28382,29243,68808,115032,32738,26598,37690,40056,58680,29921,48225,21550,56117,42354,26391,42690,27116,41088,48886,44107,63892,53739,63040,53027,13448,37094,24554,37251,46076,47173,67215,22582,33207,38501,44970,57090,42447
3.66_880.51,,,,880.5069,3.659,27786,29972,23015,29694,120047,46643,24939,26034,29846,21000,31815,31504,22204,30332,25004,16823,33515,25660,35604,16388,26777,35338,11266,55512,37773,23410,8011,27552,29185,35055,49009,45272,37741,47636,37948,53493,75155,38294,43985,46661,35594,30473,29155,48416,34946,45721,38252,55826,56894,37751,45173,52856,38012,55446,6,8,173,208,7,100,6,33685,38195,36019,37640,36518,37241,35768
4.22_611.41,,,,611.4102,4.224,17827,9834,26116,37097,19981,9413,149979,89590,25591,32379,30116,29953,7026,4950,10369,6749,3396,4871,56876,39134,101143,61456,233256,77269,25816,33030,158010,132521,25484,91358,17115,6367,12307,14006,11391,8927,19349,31163,32568,21877,31522,37306,30064,34195,43618,20828,34480,11433,4615,6979,6611,4920,8103,5372,4262,1501,2427,3601,4182,4750,4237,58164,26589,36383,40781,56291,60750,60671
2.43_582.38,,,,582.3787,2.427,49620,27876,53532,28131,39036,35521,37035,25754,23813,35908,21961,20241,46513,16736,32647,27316,23166,41887,45417,40838,58756,28923,132724,29837,27612,25953,47634,36581,42684,36838,34245,37634,26598,36048,24022,35827,28308,38722,32794,27250,24822,31615,38382,36788,57701,44465,45620,38465,18693,48452,44119,23879,28919,14274,495794,518890,509275,504423,520705,510572,512808,32194,44202,40260,39237,34936,35350,33456
5.82_763.55,,,,763.5493,5.82,9852,19727,11252,22119,51751,31126,22031,47572,61006,21856,34272,72980,31858,43928,8116,9014,30641,27366,22232,18696,11365,23091,4948,30146,18129,29320,9304,59392,14712,21729,63427,35140,32072,27884,38153,41085,29306,24752,24036,51160,34897,45348,19326,44475,37551,32512,27164,23381,81289,83265,92442,87478,72793,107374,4,5,278,5,5,4,4,40371,20024,26745,30867,37893,41468,40863
4.17_168.97,,,,168.9726,4.174,49808,5976,103758,52401,75045,161249,5939,2207,133698,4027,388,3168,3132,442,88129,21530,103844,325,1244,256,7627,3676,157602,45453,123512,1370,44097,6872,42164,7666,1573,61645,26536,653,1288,155034,64515,44494,98351,577,23984,1973,152535,4260,743,81635,20719,243803,9091,1937,418,543,2129,305,636,66145,79920,26517,2874,492,503,355,258316,74717,30580,2643,627,518
6.29_675.51,,,,675.5131,6.292,84492,35486,39724,54604,26883,32696,5562,822,7703,7785,3610,12434,18314,3906,4062,51377,26356,17420,114161,89685,72720,26338,63314,16739,61718,43406,76252,2358,107327,41090,23191,22700,19351,22639,17584,24431,42011,18160,23191,36040,17539,23627,35856,25233,55354,36333,30579,101036,27981,18027,13170,26928,22306,19940,939,1711,2289,1561,1333,1127,506,34214,45851,42197,40166,38061,37928,36966
5.77_393.29,,,,393.2856,5.771,58600,24136,82391,50904,42266,141749,54204,26175,138166,16338,19983,13676,78486,12038,81097,44566,54941,10986,12433,10914,19061,26634,102253,42018,67369,14592,54478,64663,35562,19635,17019,43818,35045,20748,39895,121414,32193,41504,56231,18615,30031,17984,82079,24631,14428,43167,30428,117772,22721,18166,11877,18375,20628,16989,15341,77499,63795,28912,17258,14869,13725,18988,135442,48345,33014,20514,16890,16314
5.04_836.54,,,,836.5429,5.041,22859,37446,35356,42223,54968,42328,29593,34195,38579,31335,17120,30334,18781,32145,30296,33178,39356,27701,22413,23425,26631,29006,122301,37313,51147,27754,19286,6323,40943,21635,18290,47589,47766,37345,21041,59668,34901,43474,46249,37238,46456,25173,32124,46741,10618,45037,28326,50119,63499,45131,25955,45864,36334,59160,402,234,858,578,464,421,350,17440,53225,45645,40103,31925,23148,22712
7.74_652.59,,,,652.5906,7.737,51598,27783,40299,48669,36997,45890,51020,32289,55313,23451,47220,23445,49801,26379,46206,29035,30424,31247,61437,39477,44172,78088,51834,81399,51121,50416,42753,37820,48250,65982,57439,58358,44760,44903,33395,38079,26937,21534,19436,15269,22989,20698,13428,13734,19491,24382,20931,14078,18977,25716,22832,24151,26165,16647,67,89,161,83,80,71,70,49244,56794,61810,58809,55590,52672,52306
