,,,,,Label,S4.1 M,S4.2 M,S4.3 M,S4.4 M,S4.5 M,S4.6 M,SR.1 M,SR.2 M,SR.3 M,SR.4 M,SR.5 M,SR.6 M,S30.1 M,S30.2  M,S30.3 M,S30.4 M,S30.5 M,S30.6 M,PR.1 M,PR.2 M,PR.3 M,PR.4 M,PR.5 M,PR.6 M,P4.1 M,P4.2 M,P4.3 M,P4.4 M,P4.5 M,P4.6 M,P30.1 M,P30.2  M,P30.3 M,P30.4 M,P30.5 M,P30.6 M,TR.1 M,TR.2 M,TR.3 M,TR.4 M,TR.5 M,TR.6 M,T4.1 M,T4.2 M,T4.3 M,T4.4 M,T4.5 M,T4.6 M,T30.1 M,T30.2  M,T30.3 M,T30.4 M,T30.5 M,T30.6 M,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
6.71_832.65,,,,832.652,6.71,12488,23105,7221,22610,16019,18294,21504,17729,27628,18931,20623,20827,22539,20911,19597,18790,21011,22674,23851,25244,24172,27214,17864,30572,17676,24385,29736,10668,22056,18830,27658,23824,25175,37450,31227,26832,13701,10806,15417,14793,16792,15829,16372,12010,15228,17677,15992,21523,25545,20220,18206,15848,23924,16329,2109,2170,1823,3222,1452,2800,2359,24541,25825,22069,23522,22617,22649,22959
3.33_509.33,,,,509.3314,3.333,32628,26275,18209,44084,1770,21699,2154,16117,20585,20641,35568,17100,25117,3137,15610,22407,901,53043,17856,24354,4608,2235,92358,41512,22581,16216,17919,15414,26380,232,16375,26374,1854,49892,69494,1945,22217,1545,24615,17618,36282,25283,24045,1189,22688,23803,991,1706,1022,15212,1730,12542,1286,1142,40582,43733,46552,45171,1939,43745,1958,27761,27956,28927,29896,32014,1631,30664
8.08_993.71,,,,993.7118,8.083,2746,5954,2495,15006,9,9,12,1914,4733,2076,2721,387,790,2416,2268,3391,50,17128,2595,19527,49772,10951,42723,12,3996,8895,8103,4452,15716,13521,2690,3889,33723,93955,46144,15990,21762,55396,29865,30079,46661,85457,52765,20516,67292,36771,26278,15064,72101,66382,70374,758,51211,13509,1017,842,1379,1138,544,534,1066,29400,26569,28562,27099,27771,26719,26219
10.09_186.04,,,,186.0397,10.089,10899,11666,18563,23728,7240,18188,8673,17271,18271,23427,23421,11014,24594,13894,19119,21649,21191,17659,12215,20899,25584,23885,16598,28418,23350,32186,26326,13022,24353,20363,20820,16322,30295,25832,27811,19523,21845,26241,25080,25986,21550,35906,25291,15664,26247,30250,18994,19425,26899,34506,21356,9735,24317,13241,3732,3092,3621,3706,4270,3911,3379,31993,25824,26540,22834,22102,19726,19862
9.45_959.69,,,,959.6929,9.449,5897,13744,13858,19783,6304,14152,4394,14229,16947,24692,13884,10681,1325,8495,13460,14288,9829,22174,11255,17969,36302,24494,19443,20510,26274,35715,23009,14087,29933,25346,14867,12845,30070,21777,31709,15479,23300,30062,30008,37395,34202,44574,26253,25591,26138,36578,24217,20443,29548,30545,20691,7127,28367,13556,10,10,11,11,13,13,12,29900,27718,28322,25382,24037,23329,23079
4.46_909.55,,,,909.5518,4.458,20330,19943,24531,19963,36817,21328,25158,26538,26963,30709,18073,31248,44531,20112,30031,18849,45964,13555,17592,16985,12671,15617,14453,14478,20694,15047,13294,23252,13641,14031,12784,9545,10386,7623,7021,9199,26371,25315,26063,25923,19897,23117,21297,28390,23699,21198,24860,26490,14183,14997,15466,19341,11848,17420,326,1448,1295,1737,1776,2252,1359,20063,20211,20117,20342,20310,20844,21113
7.02_705.51,,,,705.5084,7.021,16385,16387,17957,20915,13464,10486,10947,13475,14159,16275,16884,13899,3928,16323,26035,16724,4165,39349,17915,24638,27117,22117,21168,23041,18418,17954,18166,17457,21166,28001,22268,21710,21554,19521,25195,22343,19638,17693,21248,28248,26500,26768,24519,20028,26122,24383,19935,12641,20729,21232,27185,14556,23903,24738,226,10,10,11,240,12,12,20976,21188,20775,22123,22359,21727,20982
1.58_480.31,,,,480.3111,1.582,30769,26349,19449,28607,26854,21928,20814,22399,21866,21189,23859,19568,37563,20623,22317,24356,25124,17000,15391,22082,19186,22303,32448,23649,22374,15351,19157,10742,21645,27869,13496,12575,15942,27505,13393,15558,15263,12441,17351,14544,17712,19030,18121,21262,21596,17682,19196,17963,12472,14419,17700,11576,20687,13830,279948,272721,262681,257586,246876,239900,241969,21131,21544,21338,18908,21137,21437,20639
4.36_449.31,,,,449.3129,4.364,13557,11842,14923,21719,15799,16416,20365,16721,15405,18362,18747,16917,53488,13406,17327,20544,41236,15802,18112,21461,21431,21655,16340,21664,23240,29389,23903,16713,21017,19128,26532,17396,23921,23500,21448,17520,22017,23675,22881,21372,20133,32628,23311,19773,22581,24222,21103,20766,26860,31839,22875,20484,24142,19691,5841,4718,4763,5018,5010,5227,5019,26425,23688,21878,19124,18823,17737,18590
4.26_968.56,,,,968.5632,4.259,30770,23304,23131,23325,24361,26588,34301,20221,17244,24744,25058,18734,50016,24022,24417,27092,31983,19099,16034,12326,11777,18642,10271,15836,13992,14531,15891,12373,15256,15186,29855,26229,19354,18255,20668,23586,16058,13691,16967,13921,12500,16259,15725,12110,12789,13313,15134,19167,21351,22246,23624,31694,22349,22785,330,315,368,227,232,197,160,23257,23103,22126,21255,21660,21533,21107
6.16_938.55,,,,938.5498,6.164,17728,13321,17230,17480,16443,15691,18274,15252,14820,19844,16410,14571,29471,14312,21682,22075,29711,15805,23068,23434,19983,25879,19948,18143,26309,30495,22541,19152,25236,21070,28662,20920,21897,22988,19292,20532,20991,22541,20645,19214,16062,23406,19848,20627,21103,22141,20506,20963,25212,24365,19695,26251,22028,21298,1504,1628,1646,1620,417,1425,1457,21451,22514,21787,20842,19560,19816,19756
7.08_836.64,,,,836.6403,7.084,3870,1547,4852,6029,1816,2962,2770,4467,2197,6011,3276,4113,4031,809,2272,4994,3801,2454,9403,40372,81475,72447,112047,135236,4054,3248,5270,30777,76271,10331,6023,5581,63603,117979,127024,53189,1519,5182,6477,508,14877,9214,2537,5714,5935,1472,2801,444,9752,11560,4664,5373,5697,3406,2880,3096,2872,2898,2784,2927,2674,20027,19953,19164,18869,19092,18797,19164
4.96_612.39,,,,612.3945,4.961,15366,12342,18062,19640,16806,17561,20474,17409,16244,18401,17980,17051,32675,15716,17013,18953,30673,15407,20092,21062,21519,21090,17021,20282,25497,28288,24724,17740,23005,19283,23784,19513,20937,21743,19451,17950,24070,25951,24032,22612,20477,27116,24985,21509,21663,22630,22421,21748,21537,25008,20943,21717,21582,19176,5341,5142,5040,5489,6157,5420,5280,23290,22420,22148,19636,19077,19357,19387
5.20_738.51,,,,738.5084,5.198,15824,17246,15078,10351,11316,19410,15845,12169,24311,11890,10785,11450,15201,11227,12228,19235,10453,8022,42451,36129,26857,37264,19062,14207,35022,32157,42114,12294,43068,20108,22068,20549,13384,21049,16693,25187,16339,13705,18802,29842,17457,20857,20073,23444,18745,24795,21227,32783,18449,16273,12259,25242,19172,17234,465,1025,622,891,491,530,507,21041,20616,20787,20992,21496,20515,21138
7.92_680.58,,,,680.5767,7.918,20389,12744,22210,28328,15396,8230,16283,21766,15787,17102,21069,11166,6706,20091,20907,14499,4794,27470,17150,24759,26143,22315,44849,16715,30638,24552,20963,28600,30528,30018,25146,23338,55415,21323,30318,22007,15993,25960,14140,8237,14072,11103,22616,11345,9397,11974,13957,13077,20535,17506,11440,16365,12846,13344,225,122,91,29,139,118,104,21009,22811,22283,21787,22075,21261,22061
6.71_855.66,,,,855.66,6.705,21457,11275,19078,25047,12277,9931,13072,15376,12372,14173,20839,8987,15942,17622,21026,16663,14021,25170,23111,24364,27684,25487,32420,31212,28226,33231,24327,21264,26015,21149,37708,29578,37460,38724,35136,31625,11305,21165,13412,9607,19028,10372,19088,9646,12101,11083,12285,19375,20809,16200,13836,17694,11655,11885,453,524,475,544,1115,376,859,22016,22030,20342,20938,21129,20114,19756
7.87_631.51,,,,631.5079,7.873,35617,33312,7956,7090,12558,6463,4758,9904,13889,43747,17035,4987,24789,11188,6861,22429,20436,51403,9819,13643,41885,82264,8879,22424,13307,11989,15732,6293,47896,33319,11640,9850,11085,16430,36612,34880,9187,9067,31220,42670,42384,22122,15548,18215,26458,16837,11284,7075,11383,20947,9940,4952,10340,8848,5629,5893,5964,6022,6448,6525,6160,22891,21134,21955,21836,23181,22424,22089
5.49_558.47,,,,558.4668,5.488,32735,15571,15195,20955,8439,26248,18545,12282,19468,20634,23270,9752,62863,14969,26883,34194,42093,21432,11682,22513,36813,30225,15082,53593,6957,10794,16549,4680,25283,16415,14523,13683,41829,52119,84612,37355,4598,2969,6268,7718,17874,7908,7650,3858,11175,11102,6997,4319,30487,20076,16737,12396,27421,9358,483,357,369,355,531,353,437,21768,22676,20675,19407,18647,18345,18786
4.66_672.42,,,,672.4153,4.655,12976,11628,14771,21093,14613,15506,19674,14908,14236,19954,19303,14926,56880,14356,16070,21756,61347,15094,19275,21137,21257,21307,17693,21669,23653,28260,24030,16661,21335,19276,26006,18890,23892,22653,20842,16640,21857,25147,23024,21695,19420,29987,22236,19541,23431,24853,22430,20526,24970,27384,21528,21513,21632,20242,3964,4021,3962,3799,4136,4066,4672,24457,23631,21681,19827,17832,19017,18449
8.98_973.76,,,,973.7555,8.983,1671,4363,1776,16222,8,867,10,651,2433,1610,2401,298,1277,2456,1247,4576,43,14232,665,15727,45972,9565,62082,139462,2207,5054,5223,8,13670,8222,2247,1937,38201,151180,56050,5376,3791,36456,8896,8181,33911,81295,17974,7519,57629,31268,14781,7290,49136,64218,77806,878,55401,4747,9,8,9,10,11,11,11,24317,24128,25064,23957,24382,23797,23645
8.25_684.61,,,,684.6086,8.25,7823,10566,10356,12811,16947,11049,6478,13114,8208,11398,9559,13462,5636,8794,7459,8172,3449,10233,12233,19528,17822,12819,12165,8336,12845,21811,19554,35964,11213,16299,13266,13605,12038,9612,12217,16226,35198,48137,32586,38184,38157,35653,32096,43725,30379,39448,36778,32969,29737,39453,44055,21465,29861,46666,12378,13428,13002,12897,11774,11387,11425,21316,22864,21640,21791,21444,21432,20988
9.71_166.03,,,,166.033,9.715,9461,13741,20091,22202,7155,19678,9703,14547,21455,22696,17707,9357,39582,9683,16211,19430,36548,17857,10888,18688,27146,29527,15510,31518,21113,29922,22380,12497,26438,19892,19102,13292,31649,23530,30131,16342,20738,24942,24688,28895,26304,35413,22976,17152,26691,32938,16471,16247,30078,31354,18323,9164,24456,12836,5233,5252,5031,5780,5712,6008,5847,30366,24177,26523,23612,22871,20945,20433
8.34_697.61,,,,697.6112,8.337,17330,15521,14355,13592,19163,16081,18283,15223,13645,14387,16155,17633,10227,18456,18651,14340,7535,17722,16142,19128,16986,14622,16314,10256,18384,21087,18713,31288,19268,21106,19126,24534,18401,13278,16280,21933,31035,26565,24620,16818,13083,21153,23102,29080,14488,15093,25095,23635,26589,30258,28697,39365,22169,43599,20109,22035,22729,21627,19999,19670,20297,19859,20257,19647,19557,20785,20566,20153
0.64_157.12,,,,157.1239,0.635,66172,40076,52968,38155,13754,67628,14001,19609,13373,11754,42501,73017,32572,51294,13826,11773,30375,8619,12177,9321,9030,9874,9235,9545,10228,11999,8729,8476,10292,10044,11790,8429,11702,14753,9715,8859,9939,9343,10856,9581,13867,15116,8247,10099,11529,10104,10773,20377,10408,10732,10042,9398,12294,14049,4764,4476,5135,5585,5865,5574,5924,21189,21626,19280,18981,20841,21278,20282
8.93_1022.77,,,,1022.7712,8.925,2028,3284,1450,12390,651,1010,292,1233,1691,2237,2620,951,1861,3383,2187,3346,1797,16989,2296,21709,47186,6975,62299,96453,4062,7719,6806,2900,13161,11617,4105,3808,30321,115642,49433,12763,14102,47764,24894,20383,32107,73618,29979,13476,44914,28325,31392,12448,40804,55413,73632,2861,48136,14240,967,846,972,846,951,817,509,23306,20624,22203,21449,21710,20831,20596
4.55_872.58,,,,872.5759,4.549,8398,8284,15443,17823,10294,19574,17748,8278,9683,2610,10498,5554,5557,6207,5075,7634,39,21076,16617,18209,20962,23590,17640,32027,15963,22486,17384,23315,15751,15707,32602,19752,28391,18686,21208,24385,29194,22333,25709,22252,21762,20497,32298,26148,30007,17311,28030,27925,34409,39789,33926,47740,31220,44744,8,8,404,9,10,141,10,22038,21915,21491,19702,18701,20455,19406
6.53_491.36,,,,491.3597,6.53,16763,13317,16326,21727,15847,15054,18320,16313,15735,18510,18491,17184,30486,14405,18152,17767,27123,18072,18523,22001,22755,18951,19184,23635,22216,25703,21264,18407,19731,18316,21507,19423,24744,26544,22904,19236,18331,22176,20795,22504,20488,27527,21493,18260,25145,25443,19145,18142,24514,27041,22110,16978,23617,19710,19644,17036,17539,18440,18860,18805,18531,24182,23437,22474,19871,18921,18862,19724
6.04_681.51,,,,681.5109,6.04,14970,11933,14871,21799,17039,15524,23602,15298,15233,19848,18045,16322,51749,14715,17318,21834,41122,16538,20513,18667,22625,21610,17884,18076,23022,29986,21790,17717,22872,21311,26733,18444,24056,21211,20938,15409,21408,24007,22068,19853,17018,29555,20033,19687,18512,22321,21663,21275,26929,25227,20874,19383,21774,20595,13501,13576,14029,13998,16088,16452,15619,22769,22379,20564,18608,18892,18644,18364
5.94_770.57,,,,770.5705,5.943,14728,14729,15392,19158,19980,15744,15474,15613,17469,16669,16768,17330,21937,15942,14925,17537,20260,17184,23379,24293,22532,20653,21440,16655,28739,24564,23396,17280,26846,19889,21807,19272,20251,24876,21520,17276,17974,22779,22418,24034,18830,26173,20238,23554,20999,24386,23742,22543,20600,22257,20425,17377,20907,18493,10236,11721,10776,12372,11975,11922,11736,21365,20778,20729,19746,20522,19624,19534
6.05_810.57,,,,810.5664,6.054,19743,22486,18190,22123,23778,21932,17066,20309,25870,17905,19184,26611,17931,17267,14684,18219,25163,26686,24811,26236,23137,19221,17197,14784,22616,20174,23453,13215,27233,17310,15142,19364,19027,17625,25482,19658,12893,13678,13978,22671,16929,16521,16130,20247,15824,19317,16876,20578,22937,18870,14634,18923,17529,15515,601,505,396,601,387,360,452,19552,20510,20481,20122,20348,19710,19908
6.07_421.23,,,,421.2269,6.07,14559,12479,16936,20553,16192,16697,20160,15208,14259,18757,17696,16367,26425,15415,17427,19973,21394,16159,19324,18867,22830,24264,18395,18742,21912,28932,22791,17409,22354,21641,26120,17553,23268,21123,21801,15672,21433,24330,22161,20934,19108,28517,20856,20087,19955,22158,23435,20885,26031,25577,21155,21079,25252,20608,10397,10188,11287,12122,14360,13908,12510,21997,21424,20795,19319,19331,19185,18735
5.49_840.56,,,,840.5566,5.485,27568,36803,26038,30449,36839,42343,29156,34658,48784,19341,25267,45534,14896,21662,14563,18785,12817,20815,18493,11791,12070,14162,12030,10410,13486,16463,16871,15720,14243,16902,11681,11764,8285,8015,7435,11298,12395,13443,17095,16712,12431,14840,15552,18794,11930,13718,18379,19716,10067,8942,9503,11211,10204,9521,2,2,3,3,3,3,3,19557,20591,20609,20259,20612,20399,20208
8.30_696.61,,,,696.6083,8.303,15957,18722,14137,14777,25808,17311,14762,16922,15267,16082,14661,20264,8792,16510,15377,12950,6059,19637,17132,22400,19421,13962,17229,11,19313,21877,20115,28534,21212,23583,17000,22906,15303,2732,6116,19923,31880,25878,24898,19508,12580,21885,24712,35911,13299,15585,23688,25784,27171,26373,28656,33657,17432,46763,3664,4358,4190,3804,4096,4586,4363,20499,22447,21835,21446,22140,21528,21501
4.57_850.56,,,,850.561,4.574,14418,16243,12040,15290,20792,21026,14342,18965,21695,14850,13850,19510,23239,11265,11852,13466,13116,10236,23469,21066,19511,21941,16233,16469,23671,23378,23930,20591,23209,18359,19540,16499,16010,14879,14193,18357,24347,24372,28606,27880,22159,30906,27343,28291,20721,24725,27834,34181,19338,23090,15024,22762,17632,20144,494,383,454,581,578,356,253,21895,20976,20624,19814,19758,19328,19363
7.26_631.49,,,,631.4915,7.256,6714,12901,13661,18530,8649,10114,4204,9450,12098,13130,12206,8834,4183,9777,9952,11157,5914,24701,18013,22728,32466,25588,18045,23546,22264,30368,16416,7337,21031,21771,16036,14729,33402,25973,32436,17184,18647,25908,19932,50193,40853,53875,24523,23989,42888,48334,26715,11824,15221,25727,18750,7070,33010,13939,12651,13025,13091,12411,11592,11677,12242,23294,23025,21649,21565,22007,22731,21756
7.26_777.59,,,,777.5922,7.26,10860,12957,13705,20043,10519,11718,9612,11915,14426,15354,14654,10960,36949,10627,13208,13978,30427,19836,14087,19550,29112,20692,19125,35057,18885,25014,17044,12209,19512,18258,16997,15533,28606,32455,29720,18334,17812,25495,20130,32490,31336,43645,26551,19660,35292,35018,21288,13668,26047,30190,24761,11246,28791,15008,12667,13233,12044,11334,11474,12180,12201,23300,23700,21825,20667,20882,19874,19360
8.49_932.71,,,,932.713,8.488,20354,16792,20979,22258,8741,6578,18358,13081,22807,17080,18234,12369,17943,12049,19821,14111,10536,24158,11021,12239,26929,19468,14121,14788,13505,21513,19650,30205,19422,19821,10603,23712,32766,33603,35170,18756,13334,22387,13079,25848,33852,21966,16915,13373,28871,28606,14324,15928,39202,25743,23756,12831,30609,14523,1883,2429,958,1903,1635,1780,1386,24652,24173,23672,22670,22441,23471,23086
8.13_993.72,,,,993.7192,8.13,491,2993,695,3750,9,9,538,529,2286,1932,160,9,790,752,9,1401,892,15372,530,16141,49772,10733,42723,49563,2189,5401,7424,2513,12850,11988,1202,1943,34064,93260,46144,14251,19543,57165,25944,30079,48430,89796,52765,5413,71138,34053,23946,9715,70125,66382,77743,12,54125,675,1000,729,1125,1542,146,904,720,28324,24774,18994,27099,27771,26265,25791
2.48_355.27,,,,355.2654,2.482,14598,34478,19764,23970,18946,18256,11986,13545,14996,30332,22284,15193,9826,19238,21643,25383,10009,55666,13527,20491,23749,20394,12973,27168,9325,9239,17493,6922,16705,27900,13695,16401,17696,24104,36617,22892,11769,11839,16860,24197,29883,13695,19331,14251,30279,21649,11524,5765,13508,18376,16898,5420,24090,9501,3973,3810,3844,3117,3752,3077,3582,20400,20531,21279,20476,20897,20704,20450
7.95_967.70,,,,967.7013,7.945,2050,3953,1852,7379,389,1475,608,1506,3465,591,1467,394,766,107,1062,2093,729,2821,2060,10211,45045,8268,36580,132002,2917,4838,6631,1586,13658,8972,2409,2653,30751,84778,43509,2334,15500,54120,26332,27110,44501,84854,49866,2028,73779,33399,19478,3384,78620,69893,62479,569,55893,3,244,453,804,702,740,672,947,20432,21482,24900,20200,23661,23401,22329
8.83_970.74,,,,970.7426,8.829,2461,3534,2469,2655,611,1367,1330,2100,3201,2416,2677,1562,2073,2466,2455,3039,1599,6318,2963,20857,43635,6821,57327,91086,5096,8850,7932,4748,5555,9348,4845,4183,29005,87250,37023,11978,17125,56298,32966,23666,41155,83392,43864,16463,54904,29567,35033,14863,43323,53527,71027,2920,42734,4490,1342,1055,1444,702,1178,1180,1076,24288,24611,22876,21843,21571,20801,19917
4.87_810.53,,,,810.5311,4.871,10727,16038,11373,12426,16401,20692,7174,14901,18168,14383,11560,17249,26765,11030,14620,11487,42638,15347,19979,29263,36031,18595,38025,44839,17614,19011,18133,24346,28638,20427,13663,24677,28332,26549,42458,32209,11846,14514,12843,16936,24964,13278,13770,17135,15157,18175,17877,16875,25983,19077,18177,12993,21921,15363,274,159,332,168,212,126,219,18694,18070,20223,19865,21296,22210,20662
4.94_672.42,,,,672.4154,4.944,14612,11993,15666,20220,16111,16380,21339,15731,14926,19679,18420,17090,30383,14289,15547,20654,28353,13656,18817,20962,22453,22689,17539,19184,22499,28555,23149,16819,21423,19335,25690,17879,22811,22760,21056,16363,21670,24439,21773,21435,19338,30629,21814,19790,23111,24119,21956,20576,22404,24036,18155,18684,19461,18285,8572,4939,8375,4870,7773,7318,4911,23969,20566,20469,19606,18913,18522,18370
8.15_891.68,,,,891.684,8.146,9310,11401,14822,19556,7367,13850,9471,10948,16777,13910,11803,8655,40269,7860,9753,12961,31965,15720,9322,16669,28938,24113,21646,45235,13950,20186,18904,11600,22693,17380,11539,11853,30564,38067,29457,14410,19700,29974,22245,28200,31733,46657,29769,17134,36701,33487,19115,15624,39087,36657,29492,8521,30909,12125,7837,7503,7606,7150,8047,7924,8089,26202,24418,23374,21337,22566,20671,20353
9.96_987.72,,,,987.7224,9.958,5625,11378,11372,18016,4933,10415,3285,15426,12289,29912,13081,10601,4347,10180,17035,15570,7461,22992,12079,21798,33770,21521,19968,20999,27128,39817,24899,17025,28495,25446,18764,15862,24518,24197,27448,17629,23268,29869,28626,29402,24634,37036,23722,22400,23340,28464,24026,20783,25459,28247,20315,7097,23497,14538,157,146,10,183,13,185,214,29236,26992,25874,22994,21875,20625,21331
6.00_798.53,,,,798.5279,6.004,17569,19784,20975,23566,16772,15328,19247,16813,15892,19016,24740,15096,29799,16597,23463,24255,27286,21076,17414,17547,25470,15872,15729,23281,18192,24728,20984,15946,16094,18256,15255,21614,26037,22345,26002,18503,14685,17471,16507,21134,23725,18370,14652,17989,20096,21431,21130,18827,18631,21203,20677,13315,21617,17690,1025,997,650,564,670,872,981,20579,20179,20614,19971,20070,18903,19175
